,NORMAL_STATUS,WATER_PHYSICAL,NORMAL_PHYSICAL,POISON_PHYSICAL,WATER_SPECIAL,PSYCHIC_STATUS,FIGHTING_PHYSICAL,DARK_PHYSICAL,FLYING_SPECIAL,ELECTRIC_STATUS,BUG_PHYSICAL,ICE_STATUS,DARK_SPECIAL,FLYING_STATUS,ROCK_PHYSICAL,STEEL_PHYSICAL,PSYCHIC_SPECIAL,GRASS_SPECIAL,FIRE_SPECIAL,ICE_SPECIAL,ELECTRIC_SPECIAL,POISON_STATUS,ROCK_STATUS,GROUND_PHYSICAL,ICE_PHYSICAL,DRAGON_SPECIAL,GRASS_STATUS,PSYCHIC_PHYSICAL,GHOST_SPECIAL,FIRE_STATUS,DARK_STATUS,GROUND_SPECIAL,struggle,flamethrower,icebeam
water_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&poison_ghost&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fighting_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fighting_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fighting_psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal&flying_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_fire&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_ice&ground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal&flying_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal&flying_kingdra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal&flying_steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bug&fighting_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bug&fighting_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&flying_steel&psychic,58,138,95,46,69,68,55,0,0,0,0,103,73,73,69,101,21,34,31,85,157,0,0,0,0,0,0,95,0,0,0,0,0,0,0
rock&flying_dark&ice,118,58,54,41,47,44,60,0,0,0,0,47,66,51,166,-12,0,19,20,72,71,0,0,0,0,0,0,-44,0,0,0,0,0,-23,0
rock&flying_ghost&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_psychic&grass,22,110,47,101,131,30,67,0,0,0,0,143,115,83,160,29,-2,47,131,97,28,0,0,0,0,0,0,62,0,0,0,0,0,0,0
water_poison&flying,82,34,12,28,137,79,40,0,0,0,0,48,115,-28,162,29,19,60,76,57,-25,0,0,0,0,0,0,119,0,0,0,0,0,0,0
steel&psychic_psychic&grass,119,62,-16,76,126,58,24,0,0,0,86,87,28,31,171,-3,-37,20,55,74,54,0,15,-48,148,0,0,142,0,0,65,5,0,0,0
steel&psychic_steel&psychic,95,93,35,81,44,52,-9,0,0,0,76,69,-33,86,198,13,-64,63,82,30,43,0,30,23,66,0,0,125,0,0,73,5,0,0,0
rock&dark_dark,47,-2,81,37,80,113,55,0,0,0,0,100,74,62,70,49,29,69,-41,22,71,0,0,0,0,0,0,6,0,0,0,0,0,0,0
rock&dark_ground&psychic,42,26,-22,22,-25,14,61,0,0,0,0,17,5,44,92,8,-16,-42,-81,-68,-50,0,0,0,0,0,0,26,0,0,0,0,0,0,-27
rock&dark_psychic&grass,32,20,13,0,66,-40,6,0,0,0,0,-30,-4,-15,86,94,-39,-15,-19,-49,-8,0,0,0,0,0,0,48,0,0,0,0,0,0,0
rock&dark_dark&ice,-22,24,-16,15,28,45,-96,0,0,0,0,30,-34,72,9,3,-14,-38,-127,-155,-180,0,0,0,0,0,0,13,0,0,0,0,0,0,0
fire&flying_psychic&grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_poison&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_ground&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_poison&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_ghost&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_ghost&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_dark,63,114,42,64,72,-19,132,0,0,0,0,110,75,119,122,71,16,57,44,91,76,0,0,0,0,0,0,114,0,0,0,0,0,0,0
water_dark&ice,-51,-30,61,-21,-52,17,49,0,0,0,0,-142,-76,89,50,-37,54,-30,-64,-72,-10,0,0,0,0,0,0,24,0,0,0,0,0,0,0
psychic&fighting_dark&ice,29,-6,18,33,-9,-89,-35,0,0,0,0,-52,3,15,-8,24,41,22,46,-22,-13,0,0,0,0,0,0,-89,0,0,0,0,0,0,0
steel&psychic_dark&ice,101,3,43,30,31,-29,-19,0,0,0,129,-22,-100,-34,98,-146,-64,-118,0,-26,-21,0,0,-21,33,0,0,43,0,0,12,-46,0,0,0
steel&psychic_ground&psychic,41,29,42,-19,47,2,7,0,0,0,108,0,44,53,167,11,5,-79,41,56,6,0,21,30,9,0,0,-17,0,0,26,32,0,0,0
steel&psychic_dark,4,40,100,99,112,23,99,0,0,0,16,132,101,90,204,42,-6,29,79,92,-11,0,25,0,15,0,0,145,0,0,1,4,0,0,0
rock&flying_dark,2,19,92,88,75,-3,8,0,0,0,0,100,75,75,164,104,56,39,136,79,124,0,0,0,0,0,0,34,0,0,0,0,0,0,0
water_water,73,165,128,96,80,85,211,0,0,0,0,118,126,133,98,10,-42,-13,79,38,103,0,0,0,0,0,0,68,0,0,0,0,0,0,0
water_fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water_bug&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_bug&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_normal&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_water,98,157,24,123,109,103,95,0,0,0,125,108,67,130,113,-2,-72,113,78,142,131,0,1,81,86,0,0,124,0,0,109,-41,0,0,0
psychic&fighting_normal&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&fighting_fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&fighting_steel&psychic,65,162,67,85,87,-6,107,0,0,0,0,33,77,86,60,45,16,41,173,139,81,0,0,0,0,0,0,71,0,0,0,0,0,0,0
rock&flying_water&poison,68,122,-20,87,121,20,135,0,0,0,0,81,-29,40,47,65,17,30,61,149,60,0,0,0,0,0,0,68,0,0,0,0,0,0,0
water&poison_steel&psychic,-8,-12,75,8,93,35,19,0,0,0,0,60,46,3,51,4,2,-7,141,68,52,0,0,0,0,0,0,93,0,0,0,0,0,0,0
water&poison_fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rock&dark_steel&psychic,27,37,70,64,90,85,42,0,0,0,0,84,41,113,89,31,79,46,58,-58,5,0,0,0,0,0,0,136,0,0,0,0,0,0,0
grass&fighting_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghost&dark_grass&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghost&dark_dark&ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dark&ice_dark&ice,86,0,-3,0,0,81,-57,0,0,0,-21,0,101,69,0,38,0,50,0,0,0,0,-23,34,10,0,0,0,0,0,53,11,0,0,0
dark&ice_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_ghost&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass&fighting_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass&fighting_water&poison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass&fighting_rock&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass&fighting_psychic&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass&fighting_rock&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass&fighting_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic_psychic&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghost&dark_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghost&dark_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghost&dark_rock&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_rock&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_water&poison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_water&poison,52,75,91,65,77,65,-31,0,0,0,124,3,116,107,111,0,-151,-5,59,51,18,0,-54,38,61,0,0,59,0,0,81,-39,0,0,0
dark&ice_water&poison,121,0,53,0,0,14,-64,0,0,0,149,0,64,47,0,-21,0,106,0,0,0,0,-21,32,35,0,0,0,0,0,32,48,0,0,0
dark&ice_rock&flying,115,0,51,0,0,8,-31,0,0,0,52,0,118,181,0,118,0,87,0,0,0,0,-26,127,97,0,0,0,0,0,69,49,0,0,0
dark&ice_steel&psychic,81,0,4,0,0,137,-100,0,0,0,89,0,117,10,0,112,0,90,0,0,0,0,2,43,34,0,0,0,0,0,-16,41,0,0,0
dark&ice_water,145,0,119,0,0,3,-51,0,0,0,151,0,113,63,0,175,0,171,0,0,0,0,-43,174,108,0,0,0,0,0,1,10,0,0,0
psychic&grass_water,90,0,121,0,0,53,-77,0,0,0,161,0,97,170,0,147,0,103,0,0,0,0,-26,85,79,0,0,0,0,0,139,32,0,0,0
ground&psychic_water&poison,145,0,0,0,0,23,-73,0,0,0,171,0,133,101,0,80,0,128,0,0,0,0,-72,36,-4,0,0,0,0,0,39,-51,0,0,0
dark_steel&psychic,54,0,50,0,0,65,-62,0,0,0,144,0,97,146,0,90,0,86,0,0,0,0,-63,112,133,0,0,0,0,0,112,5,0,0,0
psychic&grass_steel&psychic,84,0,56,0,0,28,-45,0,0,0,119,0,78,43,0,94,0,117,0,0,0,0,-24,84,142,0,0,0,0,0,83,42,0,0,0
poison&flying_steel&psychic,133,0,20,0,0,36,-31,0,0,0,118,0,143,111,0,112,0,106,0,0,0,0,-77,38,113,0,0,0,0,0,8,26,0,0,0
psychic&grass_fire&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&grass_steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&grass_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&grass_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&grass_ice&ground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&grass_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel&psychic_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poison&flying_steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dark_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poison&flying_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poison&flying_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ground&psychic_normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ground&psychic_fire&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&grass_water&poison,144,0,95,0,0,8,-65,0,0,0,94,0,32,101,0,102,0,126,0,0,0,0,-31,39,27,0,0,0,0,0,153,25,0,0,0
psychic&grass_bug&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dark&ice_fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dark_fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poison&flying_fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psychic&grass_psychic&grass,52,0,67,0,0,53,-49,0,0,0,91,0,10,72,0,57,0,62,0,0,0,0,-5,16,101,0,0,0,0,0,84,83,0,0,0
psychic&grass_poison&flying,113,0,102,0,0,84,-34,0,0,0,71,0,96,111,0,124,0,-18,0,0,0,0,-53,58,24,0,0,0,0,0,58,89,0,0,0
psychic&grass_ground&psychic,102,0,29,0,0,46,-95,0,0,0,64,0,9,42,0,-10,0,32,0,0,0,0,-11,-22,-13,0,0,0,0,0,211,-24,0,0,0
dark_dark,59,0,86,0,0,34,-8,0,0,0,147,0,49,85,0,33,0,17,0,0,0,0,-61,104,71,0,0,0,0,0,116,-1,0,0,0
poison&flying_psychic&grass,123,0,-8,0,0,39,-32,0,0,0,37,0,0,55,0,13,0,57,0,0,0,0,16,54,75,0,0,0,0,0,29,11,0,0,0
ground&psychic_ground&psychic,95,0,40,0,0,25,-89,0,0,0,124,0,1,43,0,41,0,135,0,0,0,0,-39,26,53,0,0,0,0,0,52,-91,0,0,0
ground&psychic_psychic&grass,102,0,-73,0,0,-29,-31,0,0,0,186,0,62,-17,0,116,0,86,0,0,0,0,-49,0,67,0,0,0,0,0,13,-32,0,0,0
dark_poison&flying,3,0,78,0,0,12,-31,0,0,0,59,0,77,77,0,10,0,24,0,0,0,0,-3,-60,106,0,0,0,0,0,55,-19,0,0,0
dark&ice_poison&flying,103,0,66,0,0,33,-81,0,0,0,87,0,38,-42,0,-15,0,37,0,0,0,0,56,84,26,0,0,0,0,0,167,86,0,0,0
dark_dark&ice,46,0,-43,0,0,94,-89,0,0,0,105,0,58,50,0,57,0,108,0,0,0,0,-19,78,110,0,0,0,0,0,23,-26,0,0,0
poison&flying_poison&flying,20,0,100,0,0,131,-76,0,0,0,57,0,99,86,0,111,0,142,0,0,0,0,13,-27,78,0,0,0,0,0,-4,51,0,0,0
poison&flying_dark,141,0,75,0,0,-3,-124,0,0,0,104,0,47,74,0,49,0,124,0,0,0,0,-19,22,60,0,0,0,0,0,115,15,0,0,0
psychic&grass_dark,84,0,102,0,0,25,-65,0,0,0,83,0,10,69,0,31,0,6,0,0,0,0,-26,10,108,0,0,0,0,0,107,-25,0,0,0
fire&flying_fire&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_water&dragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_ice&ground,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grass_steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_rock&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_psychic&fighting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_rock&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_water&poison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal_rock&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_rock&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water&dragon_rock&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steel_rock&dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dark&ice_psychic&grass,32,0,20,0,0,-25,-56,0,0,0,49,0,62,28,0,31,0,73,0,0,0,0,-3,33,72,0,0,0,0,0,104,48,0,0,0
psychic&grass_dark&ice,93,0,28,0,0,-84,-50,0,0,0,20,0,8,78,0,75,0,-1,0,0,0,0,63,44,51,0,0,0,0,0,41,-14,0,0,0
ground&psychic_poison&flying,74,0,-31,0,0,39,-54,0,0,0,23,0,49,7,0,46,0,67,0,0,0,0,-65,-25,106,0,0,0,0,0,72,-32,-4,0,0
dark&ice_ground&psychic,24,0,41,0,0,-5,-82,0,0,0,50,0,69,26,0,60,0,16,0,0,0,0,29,-18,0,0,0,0,0,0,23,25,0,0,0
dark&ice_dark,67,0,39,0,0,99,-19,0,0,0,106,0,10,87,0,78,0,63,0,0,0,0,-18,87,-69,0,0,0,0,0,-34,-77,0,0,0
ground&psychic_dark,148,0,94,0,0,87,-107,0,0,0,107,0,47,139,0,94,0,55,0,0,0,0,-100,63,82,0,0,0,0,0,148,-47,0,0,0
poison&flying_dark&ice,150,0,5,0,0,91,-15,0,0,0,1,0,123,13,0,78,0,132,0,0,0,0,-58,-17,63,0,0,0,0,0,48,-10,0,0,0
steel&psychic_poison&flying,55,83,112,-2,-2,10,-7,0,0,0,134,42,33,39,106,38,-17,-13,54,42,64,0,-19,-29,74,0,0,59,0,0,36,29,0,0,0
fire&flying_dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fire&flying_ground&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_poison&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_rock&flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice&ground_steel&psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
